Influent Substrate,HRT,Baffles Active,Substrate Removal,Mean Substrate,Standard Deviation Substrate,Mean Current Density,Standard Deviation Current Density,Biomass,Standard Deviation Biomass,Length
500,24,3,18.481610295090547,406.1708993446562,57.930082877470326,1.2573471482955774,0.5633480887092023,6997.864331866224,28.539968920626944,90
500,24,4,23.987110179212053,381.0081886365714,66.65025627797343,1.2252326536838203,0.5892535226618306,6995.058772250283,59.94920770920324,90
500,24,5,29.27165158635681,358.84488588869755,74.8032397973114,1.1948419611223848,0.6049720908977438,6994.7366822575195,59.75842644320454,90
500,24,6,34.27912336870298,338.26983887829203,83.58085751031115,1.1675314735009494,0.6454632872197144,6990.106211165637,111.01158485860931,90
500,24,7,39.22987974394319,320.2241778906461,91.15801417754764,1.1435714050694141,0.6526521749379239,6989.161125924512,114.74675272094287,90
500,24,8,43.738983633172744,304.19759784726875,98.76619575822829,1.1176307379385912,0.6802097338176945,6986.082776181499,138.84038356008384,90
500,24,9,48.296351815090425,290.0265598106235,105.94879101279487,1.0945635698459082,0.6989781687776029,6985.038534221247,144.26043553088834,90
750,24,1,4.4311609010053115,714.9260440610391,37.53051762082186,1.355543455131715,0.09836908058590496,7000.0,0.0,90
750,24,10,42.09359093621871,484.6139714009062,144.7821221187648,1.2918499095146885,0.4746285459077223,6998.634288598145,35.16518095834945,90
750,24,11,45.94910844681513,469.79722858278194,154.2851054735192,1.2771223315601683,0.49455598801837536,6998.708962427188,33.57860658390587,90
750,24,12,49.368933782826936,456.5405145031448,163.89302968656742,1.2639550251217713,0.5115786221548743,6997.51031444284,49.103721007261186,90
750,24,13,53.25615932923967,444.96914805483965,172.92300523136282,1.250441535463607,0.5271605885324527,6996.626280058396,57.453653829359745,90
750,24,14,56.19310854348005,435.46924202273016,181.19913123259178,1.2344730770406829,0.5456218759875202,6994.845260079121,79.1223441750104,90
750,24,15,60.18435816601294,427.56717437429074,188.44610037846442,1.2197812988134493,0.5583748598486349,6994.0139392345845,85.01613362629415,90
750,24,16,62.536505111314696,421.45172116108637,194.811451285411,1.2014776070292508,0.5834613692380951,6992.173841306821,103.61966133297284,90
750,24,17,67.06270025326614,416.7793438426242,200.1482571023509,1.1810520422426516,0.6069510514950084,6990.8908563295045,113.92822633850231,90
750,24,18,67.83510459226333,414.57815908427204,203.0655502277026,1.1567793485558782,0.6277022771705194,6991.35599884752,110.75987467699393,90
750,24,2,8.846425566245685,681.1636965224395,48.21372085883851,1.3553822414964718,0.1151548536404228,7000.0,0.0,90
