,Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
,NSRDB,771867,-,Iowa,USA,41.61,-93.54,-6,264,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Date (MM/DD/YYYY),Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,1,30,0,0,-3.5,0.16,1.2,85.4,-1.4,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,2,30,0,0,-3.6,0.16,1.1,86.8,-1.7,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,3,30,0,0,-3.7,0.16,1,88.41,-2,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,4,30,0,0,-3.9,0.16,1,88.45,-2.2,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,5,30,1,0,-4.2,0.16,1.4,83.34,-1.7,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,6,30,53,28,-3.8,0.16,2,76.41,-0.2,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,7,30,126,99,-4.8,0.16,2.3,63.15,1.5,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,8,30,221,68,-6.2,0.16,2.5,51.6,2.8,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,9,30,286,54,-6.6,0.16,2.5,47.57,3.5,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,10,30,309,30,-6.5,0.16,2.5,46.79,3.9,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,11,30,361,43,-6.1,0.16,2.8,47.56,4.1,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,12,30,333,28,-5.5,0.16,2.9,49.82,4.1,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,13,30,119,2,-4.7,0.16,2.9,53.89,3.8,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,14,30,107,1,-4,0.16,3,58.32,3.4,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,15,30,52,0,-3.5,0.16,2.9,62.78,2.9,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,16,30,60,0,-3.1,0.16,3,67.37,2.3,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,17,30,60,33,-2.4,0.16,2.9,72.42,2,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,18,30,17,0,-1.6,0.16,2.4,85,0.6,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,19,30,0,0,-1.9,0.16,2.3,86.99,0,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,20,30,0,0,-2.1,0.16,2.3,88.18,-0.4,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,21,30,0,0,-2.4,0.16,2.4,89.49,-0.9,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,22,30,0,0,-2.8,0.16,2.6,88.87,-1.2,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020,2020,4,16,23,30,0,0,-3,0.16,2.7,89.21,-1.5,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,0,30,0,0,-3.5,0.16,2.8,87.67,-1.7,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,1,30,0,0,-3.6,0.16,2.8,87.43,-1.8,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,2,30,0,0,-3.7,0.16,2.6,87.03,-1.8,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,3,30,0,0,-3.8,0.16,2.2,86.84,-1.9,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,4,30,0,0,-4,0.16,1.7,86.83,-2.1,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,5,30,1,0,-4,0.16,1.6,84.02,-1.7,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,6,30,41,44,-3.9,0.16,1.8,76.54,-0.3,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,7,30,98,4,-3.3,0.16,2,68.47,1.9,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,8,30,100,799,-3.8,0.16,2.2,57.09,3.9,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,9,30,241,473,-3.8,0.16,2.3,52.16,5.2,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,10,30,104,948,-3.5,0.16,2.6,49.21,6.4,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,11,30,109,961,-3,0.16,2.9,47.88,7.3,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,12,30,334,449,-2.7,0.16,3.3,46.92,8,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,13,30,195,28,-2.4,0.16,3.7,46.82,8.3,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,14,30,243,46,-2.3,0.16,4.1,47.12,8.3,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,15,30,180,384,-2.3,0.16,4.2,47.96,8.1,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,16,30,133,502,-2,0.16,3.8,50.46,7.6,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,17,30,74,567,-1.1,0.16,3.4,55.77,7.2,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,18,30,31,209,0.4,0.16,2.1,81.34,3.3,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,19,30,0,0,-0.7,0.16,2.5,82.54,2,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,20,30,0,0,-1.1,0.16,3.2,82.46,1.6,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,21,30,0,0,-1.3,0.16,3.5,84.95,0.9,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,22,30,0,0,-1.7,0.16,3.5,86.49,0.3,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020,2020,4,17,23,30,0,0,-2.1,0.16,3.6,87.91,-0.3,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,0,30,0,0,-2.4,0.16,3.6,89.03,-0.8,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,1,30,0,0,-2.7,0.16,3.7,89.87,-1.2,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,2,30,0,0,-2.8,0.16,3.8,90.52,-1.5,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,3,30,0,0,-3,0.16,4,91.4,-1.8,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,4,30,0,0,-3.2,0.16,4.3,91.66,-2,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,5,30,6,38,-3.2,0.16,4.8,87.26,-1.4,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,6,30,51,506,-2.6,0.16,5.3,78.99,0.6,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,7,30,73,742,-1.2,0.16,6.1,69.92,3.8,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,8,30,84,858,0.1,0.16,7.1,59.66,7.4,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,9,30,94,916,1.2,0.16,7.4,53.09,10.4,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,10,30,104,940,2.4,0.16,7.7,48.63,13,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,11,30,120,934,3.4,0.16,8.1,45.8,15,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,12,30,138,909,4.3,0.16,8.3,44.25,16.5,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,13,30,135,894,5,0.16,8.3,43.67,17.5,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,14,30,127,862,5.6,0.16,8.1,44.09,18,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,15,30,116,805,6.1,0.16,7.5,45.61,18,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,16,30,100,708,6.7,0.16,6.5,50.28,17.1,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,17,30,74,537,7.5,0.16,6,55.91,16.3,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,18,30,30,161,7.5,0.16,5.2,70.5,12.7,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,19,30,0,0,7.2,0.16,5.2,76.35,11.2,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,20,30,0,0,6.9,0.16,5.1,78.71,10.4,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,21,30,0,0,6.8,0.16,4.2,83.7,9.4,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,22,30,0,0,6.9,0.16,2.9,91.06,8.3,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2020,2020,4,18,23,30,0,0,6.9,0.16,2.3,95.55,7.6,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,0,30,0,0,6.7,0.16,1.9,100,6.7,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,1,30,0,0,5.7,0.16,1.5,100,5.7,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,2,30,0,0,5,0.16,1.7,100,5,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,3,30,0,0,4.8,0.16,2.3,100,4.8,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,4,30,0,0,4.6,0.16,3.1,100,4.6,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,5,30,6,39,3.9,0.16,3.9,93.52,4.9,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,6,30,52,496,3.6,0.16,4.4,81.98,6.5,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,7,30,75,724,4.2,0.16,5.1,71.36,9.1,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,8,30,89,836,2.7,0.16,5.7,55.77,11.2,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,9,30,99,897,1.3,0.16,5.3,46.36,12.5,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,10,30,106,931,1.1,0.16,4.9,42.8,13.5,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,11,30,108,950,1.2,0.16,4.8,41.05,14.3,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,12,30,105,960,1.4,0.16,4.7,40.44,14.7,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,13,30,101,953,1.3,0.16,4.7,39.78,14.9,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,14,30,101,919,1.1,0.16,4.6,39.3,14.8,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,15,30,99,854,0.7,0.16,4.3,39.24,14.4,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,16,30,98,711,0.5,0.16,3.6,40.95,13.5,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,17,30,70,587,1.4,0.16,3,45.79,12.8,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,18,30,33,222,4.1,0.16,1.5,75.67,8.1,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,19,30,0,0,2.5,0.16,1.5,75.87,6.5,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,20,30,0,0,2.1,0.16,1.4,75.34,6.1,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,21,30,0,0,1.9,0.16,1.3,75.85,5.8,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,22,30,0,0,1.5,0.16,1.2,75.09,5.6,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2020,2020,4,19,23,30,0,0,1.3,0.16,1.1,74.44,5.5,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,0,30,0,0,1,0.16,1.1,74.54,5.2,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,1,30,0,0,1.5,0.16,1.2,79.8,4.7,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,2,30,0,0,2.1,0.16,1.2,86.27,4.2,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,3,30,0,0,2.4,0.16,1.1,89.84,3.9,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,4,30,0,0,2.5,0.16,1,91.21,3.8,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,5,30,2,0,2.6,0.16,1.2,87.61,4.5,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,6,30,34,0,3.7,0.16,2,83.77,6.2,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,7,30,64,0,4.4,0.16,3.1,75.37,8.5,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,8,30,134,2,5.3,0.16,4.2,66.09,11.4,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,9,30,299,211,5.1,0.16,5.1,54.75,14.1,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,10,30,123,894,5.3,0.16,5.6,49.27,15.9,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,11,30,325,366,5.7,0.16,5.9,47.38,17,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,12,30,231,671,5.6,0.16,6.1,44.46,17.9,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,13,30,111,926,5.1,0.16,6.3,41.42,18.5,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,14,30,104,904,4.7,0.16,6.3,39.62,18.7,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,15,30,123,92,4.5,0.16,6.2,39.22,18.6,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,16,30,179,107,4.7,0.16,5.6,41.6,17.9,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,17,30,91,252,5.8,0.16,5,46.62,17.3,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,18,30,31,51,6.5,0.16,4.6,59.34,14.3,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,19,30,0,0,6.6,0.16,4.7,65.77,12.9,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,20,30,0,0,6.8,0.16,4.1,74.69,11.1,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,21,30,0,0,6.7,0.16,2.7,85.99,8.9,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,22,30,0,0,6.1,0.16,1.9,93.39,7.1,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2020,2020,4,20,23,30,0,0,5.4,0.16,2.1,94.77,6.2,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,0,30,0,0,5.1,0.16,2.8,95.69,5.7,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,1,30,0,0,4.4,0.16,3.2,96.93,4.8,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,2,30,0,0,3.1,0.16,3,96.7,3.6,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,3,30,0,0,1.7,0.16,2.3,96.65,2.2,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,4,30,0,0,0.5,0.16,1.8,95.85,1.1,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,5,30,10,86,-0.3,0.16,2,85.9,1.8,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,6,30,48,581,-0.1,0.16,2.7,74.81,4,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,7,30,68,781,-2.3,0.16,3.1,53.78,6.4,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,8,30,87,860,-3.4,0.16,3.4,42.92,8.5,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,9,30,106,893,-2.9,0.16,3.7,39.24,10.4,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,10,30,114,922,-2.2,0.16,3.9,36.87,12.1,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,11,30,112,945,-1.4,0.16,3.8,35.74,13.5,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,12,30,105,958,-0.5,0.16,3.5,35.39,14.7,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,13,30,105,941,0.5,0.16,3.1,35.78,15.6,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,14,30,111,893,1.3,0.16,2.7,36.52,16.2,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,15,30,115,809,2,0.16,2.1,37.78,16.4,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,16,30,101,717,2.7,0.16,1.4,40.19,16.3,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,17,30,89,345,4.4,0.16,1,46.18,16,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,18,30,34,219,6.2,0.16,1.2,68.3,11.9,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,19,30,0,0,4.4,0.16,1.7,69.71,9.7,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,20,30,0,0,4.3,0.16,2.3,72.39,9,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,21,30,0,0,4.1,0.16,3.1,71.74,8.9,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,22,30,0,0,4.1,0.16,4.1,71.98,8.9,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2020,2020,4,21,23,30,0,0,4.4,0.16,4.7,74.71,8.6,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,0,30,0,0,4.6,0.16,5.2,77.69,8.3,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,1,30,0,0,4.8,0.16,5.4,79.96,8.1,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,2,30,0,0,5.1,0.16,5.6,81.11,8.1,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,3,30,0,0,5.3,0.16,5.4,82.03,8.2,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,4,30,0,0,5.6,0.16,4.9,83.18,8.3,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,5,30,6,14,6,0.16,4.3,82.91,8.7,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,6,30,71,218,6.6,0.16,4.1,80.04,9.9,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,7,30,117,471,7.6,0.16,4.2,73.61,12.2,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,8,30,198,289,8.9,0.16,4.7,66.44,15.1,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,9,30,234,38,9.6,0.16,5.1,58.12,17.9,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,10,30,355,353,10.2,0.16,5,52.95,20.1,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,11,30,301,567,10.8,0.16,5.2,48.75,22.1,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,12,30,143,876,11.2,0.16,5.7,47.08,23.1,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,13,30,180,780,11.3,0.16,5.6,46.66,23.4,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,14,30,183,718,11.4,0.16,5.1,47.29,23.2,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,15,30,188,569,11.5,0.16,4.2,49.38,22.6,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,16,30,162,377,12.4,0.16,3.8,57.04,21.2,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,17,30,89,389,13.4,0.16,3.8,64.82,20.2,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,18,30,35,96,13,0.16,4.6,78.85,16.7,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,19,30,0,0,12.7,0.16,4.6,84.83,15.2,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,20,30,0,0,12.6,0.16,4.2,89.74,14.3,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,21,30,0,0,12.7,0.16,3.9,94.31,13.6,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,22,30,0,0,12.6,0.16,3.8,96.87,13.1,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020,2020,4,22,23,30,0,0,12.2,0.16,3.6,98.71,12.4,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,0,30,0,0,11.4,0.16,3,100,11.4,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,1,30,0,0,10.5,0.16,2.3,100,10.5,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,2,30,0,0,9.7,0.16,1.9,100,9.7,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,3,30,0,0,9.2,0.16,1.5,100,9.2,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,4,30,0,0,9,0.16,1.4,100,9,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2020,2020,4,23,5,30,10,36,9.2,0.16,1.7,98.63,9.4,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
