,Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
,NSRDB,771867,-,Iowa,USA,41.61,-93.54,-6,264,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Date (MM/DD/YYYY),Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,3,30,0,0,-14.3,0.16,4,67.79,-9.5,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,4,30,0,0,-15,0.16,3.9,67.2,-10.1,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,5,30,0,0,-15.6,0.16,3.8,66.68,-10.6,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,6,30,0,0,-16,0.16,3.6,66.66,-11,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,7,30,0,0,-16.2,0.16,3.9,64.49,-10.8,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,8,30,34,489,-16.4,0.16,4.5,58.58,-9.8,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,9,30,49,745,-16.1,0.16,5,53.41,-8.3,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,10,30,56,849,-15.4,0.16,5.5,49.08,-6.5,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,11,30,60,894,-14.7,0.16,5.8,45.72,-4.8,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,12,30,62,901,-13.6,0.16,6.2,45.03,-3.4,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,13,30,69,833,-12.8,0.16,6.5,44.52,-2.3,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,14,30,54,836,-11.9,0.16,6.6,45.93,-1.8,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,15,30,44,716,-11.1,0.16,6.2,51.1,-2.3,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,16,30,25,421,-10.1,0.16,6,58.88,-3.2,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,17,30,0,0,-9.7,0.16,6.2,63.39,-3.8,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,18,30,0,0,-9.5,0.16,6.7,66.49,-4.2,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,19,30,0,0,-9.1,0.16,6.9,68.14,-4.1,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,20,30,0,0,-8.5,0.16,7,69.62,-3.8,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,21,30,0,0,-7.7,0.16,7.1,71.64,-3.3,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,22,30,0,0,-6.4,0.16,7,75.96,-2.7,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2020,2020,1,8,23,30,0,0,-4.6,0.16,6.6,81.94,-1.9,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,0,30,0,0,-2.7,0.16,6.4,88.05,-1,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,1,30,0,0,-1.2,0.16,6.6,91.92,0,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,2,30,0,0,-0.2,0.16,6.8,92.83,0.8,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,3,30,0,0,0.3,0.16,7,91.41,1.5,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,4,30,0,0,0.7,0.16,7.5,88.13,2.5,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,5,30,0,0,1.6,0.16,8.1,85.3,3.8,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,6,30,0,0,2.8,0.16,8.2,85.34,5.1,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,7,30,0,0,4,0.16,8.2,86.37,6.1,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,8,30,44,338,5.1,0.16,8.4,86.89,7.1,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,9,30,65,239,6.2,0.16,8.7,84.72,8.6,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,10,30,41,0,7.6,0.16,9.2,81.62,10.6,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,11,30,125,14,8.4,0.16,9.5,80.31,11.7,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,12,30,87,758,7.1,0.16,9,75.57,11.3,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,13,30,136,475,4.7,0.16,7.4,71.28,9.7,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,14,30,116,373,3,0.16,5.4,74.07,7.3,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,15,30,74,301,2.3,0.16,3.7,84.08,4.8,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,16,30,27,20,1.6,0.16,2.8,94.44,2.4,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,17,30,0,0,0.9,0.16,2.6,97.37,1.3,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,18,30,0,0,0.2,0.87,2.5,100,0.2,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,19,30,0,0,-0.4,0.87,2.5,100,-0.4,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,20,30,0,0,-0.9,0.87,2.5,99.87,-0.9,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,21,30,0,0,-1.4,0.87,3,97.32,-1,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,22,30,0,0,-1.6,0.87,3.3,95.6,-1,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020,2020,1,9,23,30,0,0,-1.9,0.87,3.1,96.13,-1.4,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,0,30,0,0,-2.4,0.87,2.8,97.75,-2.1,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,1,30,0,0,-3.1,0.87,2.9,95.74,-2.5,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,2,30,0,0,-3.6,0.87,3.3,92.58,-2.6,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,3,30,0,0,-4.2,0.87,3.5,89.66,-2.7,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,4,30,0,0,-4.7,0.87,3.6,87.64,-2.9,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,5,30,0,0,-5.2,0.87,3.7,85.44,-3.1,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,6,30,0,0,-5.6,0.87,3.6,84.43,-3.4,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,7,30,0,0,-6.1,0.87,3.8,81.83,-3.4,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,8,30,34,0,-6.4,0.87,4.2,76.46,-2.8,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,9,30,93,26,-6.2,0.87,4.2,71.85,-1.8,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,10,30,69,0,-5.7,0.87,4.2,69.3,-0.8,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,11,30,159,56,-5.2,0.87,4.5,69,-0.2,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,12,30,43,0,-4.8,0.87,5.5,69.4,0.1,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,13,30,40,0,-4.5,0.87,6.3,73.11,-0.3,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,14,30,35,0,-4.3,0.87,7.1,79.37,-1.2,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,15,30,50,0,-4.6,0.87,7.5,82.12,-2,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,16,30,17,0,-5.1,0.87,7.5,84.98,-2.9,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,17,30,0,0,-6,0.87,7.7,81.56,-3.3,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,18,30,0,0,-7.5,0.87,8.6,84.14,-5.2,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,19,30,0,0,-9,0.87,8.3,79.62,-6,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,20,30,0,0,-9.9,0.87,7.9,75.94,-6.4,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,21,30,0,0,-10.6,0.87,7.6,74.66,-6.9,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,22,30,0,0,-11.4,0.87,7.4,73.18,-7.4,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020,2020,1,10,23,30,0,0,-11.9,0.87,7.3,72.22,-7.8,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,0,30,0,0,-12.4,0.87,7.3,71.84,-8.2,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,1,30,0,0,-12.9,0.87,7.9,71.93,-8.8,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,2,30,0,0,-13.8,0.87,7.6,68.79,-9.1,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,3,30,0,0,-14.2,0.87,7,67.17,-9.2,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,4,30,0,0,-14.5,0.87,6.9,67.27,-9.6,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,5,30,0,0,-15.1,0.87,6.9,67.89,-10.3,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,6,30,0,0,-15.6,0.87,6.8,69.98,-11.2,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,7,30,0,0,-16,0.87,5.9,68.69,-11.4,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,8,30,44,47,-15.9,0.87,5.6,65.88,-10.8,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,9,30,95,254,-15.3,0.87,6,64.39,-9.8,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,10,30,124,395,-14.4,0.87,6.2,63.54,-8.7,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,11,30,177,227,-13.5,0.87,5.9,62.68,-7.6,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,12,30,165,377,-12.7,0.87,5.2,62.37,-6.7,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,13,30,103,627,-12.1,0.87,4.6,63.71,-6.3,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,14,30,82,623,-11.6,0.87,4.1,65.38,-6.2,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,15,30,50,727,-11.4,0.87,3.5,69.29,-6.7,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,16,30,26,362,-11.7,0.87,2.7,75.87,-8.2,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,17,30,0,0,-12.5,0.87,2.3,76.93,-9.2,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,18,30,0,0,-13,0.87,2.2,81.84,-10.5,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,19,30,0,0,-13.2,0.87,2.2,84.39,-11.1,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,20,30,0,0,-13.3,0.87,2,85.71,-11.4,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,21,30,0,0,-13.3,0.87,1.7,86.8,-11.5,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,22,30,0,0,-13.1,0.87,1.4,88.13,-11.5,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2020,2020,1,11,23,30,0,0,-12.9,0.87,1.1,89.33,-11.5,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,0,30,0,0,-12.8,0.87,1,90.7,-11.6,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,1,30,0,0,-12.8,0.87,1.1,92.25,-11.8,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,2,30,0,0,-12.8,0.87,1.5,92.17,-11.8,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,3,30,0,0,-12.7,0.87,2,88.79,-11.2,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,4,30,0,0,-12.3,0.87,2.2,87.25,-10.6,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,5,30,0,0,-11.9,0.87,2.4,87.94,-10.3,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,6,30,0,0,-11.9,0.87,2.5,89.09,-10.4,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,7,30,0,0,-11.9,0.87,2.6,86.31,-10,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,8,30,43,216,-11.2,0.87,2.9,78.19,-8.1,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,9,30,68,626,-9.5,0.87,3.6,74.54,-5.7,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,10,30,78,792,-8.2,0.87,4,72.27,-3.9,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,11,30,165,310,-7,0.87,4.2,72.27,-2.7,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,12,30,165,20,-6,0.87,4.7,74.36,-2,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,13,30,147,13,-5.2,0.87,5.1,77.79,-1.8,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,14,30,89,42,-4.7,0.87,5.1,81.82,-2,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,15,30,73,10,-4.5,0.87,4.6,84.88,-2.3,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,16,30,22,0,-4.4,0.87,3.7,88.37,-2.7,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,17,30,0,0,-4.2,0.87,3.2,90.62,-2.9,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,18,30,0,0,-4.2,0.87,2.9,92.58,-3.2,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,19,30,0,0,-4.3,0.87,2.9,93.69,-3.4,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,20,30,0,0,-4.5,0.87,2.9,94.69,-3.8,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,21,30,0,0,-4.9,0.87,3,94.21,-4.1,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,22,30,0,0,-5,0.87,3,94.56,-4.3,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2020,2020,1,12,23,30,0,0,-5.2,0.87,2.8,96.18,-4.7,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,0,30,0,0,-5.6,0.87,2.5,97.68,-5.3,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,1,30,0,0,-6.1,0.87,2.3,98.64,-5.9,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,2,30,0,0,-6.6,0.87,2.1,97.41,-6.3,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,3,30,0,0,-7.2,0.87,1.9,95.8,-6.6,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,4,30,0,0,-7.3,0.87,1.4,93.8,-6.5,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,5,30,0,0,-7.1,0.87,1,94.56,-6.4,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,6,30,0,0,-7.2,0.87,1.2,96.39,-6.7,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,7,30,0,0,-7.6,0.87,1.9,92.99,-6.7,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,8,30,41,484,-7.4,0.87,2.9,84.92,-5.3,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,9,30,91,50,-5.7,0.87,3.9,83.7,-3.3,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,10,30,139,249,-4.7,0.87,4.5,80.01,-1.7,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,11,30,114,47,-3.7,0.87,4.9,78.44,-0.4,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,12,30,128,15,-2.7,0.87,5.2,80.74,0.2,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,13,30,131,90,-2.1,0.87,5.4,84.59,0.2,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,14,30,115,10,-1.7,0.87,5.5,88.44,0,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,15,30,64,0,-1.3,0.87,5.6,92.03,-0.2,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,16,30,27,20,-1.1,0.87,5.8,93.44,-0.2,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,17,30,0,0,-1,0.87,5.9,94.45,-0.2,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,18,30,0,0,-0.8,0.87,5.2,94.63,0,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,19,30,0,0,-0.5,0.87,4.8,94.75,0.2,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,20,30,0,0,-0.3,0.87,4.4,95.02,0.4,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,21,30,0,0,0,0.87,4,95.44,0.6,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,22,30,0,0,0.2,0.87,3.5,96.69,0.7,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2020,2020,1,13,23,30,0,0,0.4,0.87,2.8,97.73,0.7,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,0,30,0,0,0.3,0.87,2.4,100,0.3,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,1,30,0,0,0.1,0.87,2.6,100,0.1,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,2,30,0,0,0.1,0.87,3.3,98.31,0.3,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,3,30,0,0,0.1,0.87,3.9,98.61,0.3,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,4,30,0,0,-0.2,0.87,4.5,98.77,0,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,5,30,0,0,-1,0.87,4.5,99.93,-1,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,6,30,0,0,-2.4,0.87,4,99.69,-2.4,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,7,30,0,0,-4.2,0.87,3.8,94.88,-3.5,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,8,30,33,591,-5.2,0.87,4.1,87.39,-3.4,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,9,30,96,263,-5.3,0.87,4.5,82.26,-2.7,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,10,30,83,663,-5.4,0.87,4,77.03,-1.9,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,11,30,72,924,-5,0.87,3.3,74.96,-1.1,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,12,30,76,930,-4.4,0.87,2.6,74.28,-0.4,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,13,30,73,915,-4.1,0.87,2.3,73.89,0,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,14,30,68,857,-3.9,0.87,2.1,76.09,-0.2,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,15,30,56,725,-3.7,0.87,1.8,86.04,-1.7,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,16,30,31,448,-5.1,0.87,1.6,93.58,-4.2,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,17,30,0,0,-6.9,0.87,1.7,89.5,-5.4,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,18,30,0,0,-7.5,0.87,2.4,92.55,-6.5,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,19,30,0,0,-7.9,0.87,2.5,93.51,-7,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,20,30,0,0,-8.2,0.87,2.5,94.98,-7.5,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,21,30,0,0,-8.4,0.87,2.5,95.5,-7.8,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,22,30,0,0,-8.4,0.87,2.7,94.38,-7.7,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2020,2020,1,14,23,30,0,0,-8.3,0.87,3.1,90.55,-7,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/2020,2020,1,15,0,30,0,0,-7.4,0.87,3.5,86.97,-5.6,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/2020,2020,1,15,1,30,0,0,-6.1,0.87,3.5,87.49,-4.3,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/2020,2020,1,15,2,30,0,0,-5.2,0.87,3,88.86,-3.6,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/2020,2020,1,15,3,30,0,0,-4.6,0.87,2.3,91.41,-3.4,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/2020,2020,1,15,4,30,0,0,-4.5,0.87,1.6,92.95,-3.5,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
