Influent Substrate,HRT,Baffles Active,Substrate Removal,Mean Substrate,Standard Deviation Substrate,Mean Current Density,Total Current,Standard Deviation Current Density,Biomass,Standard Deviation Biomass,Length
1000,12,1,1.680658615,980.4216721,37.11368733,1.356701105,0.020398641,0.196812107,7000,0,90
1000,12,10,16.50200232,861.1935373,130.1942783,1.356182206,0.061980334,1.96736832,7000,0,90
1000,12,11,19.02255428,854.70545,137.94988,1.356132049,0.061753464,2.164025114,7000,0,90
1000,12,12,19.72606621,851.1039102,143.4015403,1.356105114,0.061612088,2.360707782,7000,0,90
1000,12,2,3.314054215,961.9853987,49.6830147,1.356646393,0.033170537,0.39360834,7000,0,90
1000,12,3,5.01201161,944.9116097,63.95853531,1.356578075,0.033148314,0.590382778,7000,0,90
1000,12,4,6.620982744,929.0227661,74.69170862,1.356502664,0.042726523,0.787133279,7000,0,90
1000,12,5,8.352324642,914.5183563,85.2788088,1.356459175,0.042615294,0.983885055,7000,0,90
1000,12,6,9.916468645,901.02089,95.250264,1.356382055,0.051767796,1.180594941,7000,0,90
1000,12,7,11.71313314,889.208681,104.3548299,1.356342167,0.050232708,1.377320259,7000,0,90
1000,12,8,13.20029291,878.4346402,113.3406289,1.356282298,0.057133317,1.574010816,7000,0,90
1000,12,9,15.14504511,869.1787733,121.7444056,1.356241248,0.056246463,1.770708574,7000,0,90
250,12,1,4.531577477,236.6377519,23.76719202,0.914369391,0.917272189,0.13264452,6983.927783,107.5477107,90
250,12,10,35.56177988,171.5337526,63.53634757,0.728288797,0.861176504,1.056504282,6961.914624,229.5268603,90
250,12,11,39.92566277,168.7258409,66.11509759,0.714872521,0.855299418,1.14074591,6961.427672,231.764011,90
250,12,12,40.95425392,167.1384352,67.97700393,0.698427315,0.845147714,1.215822271,6964.591941,222.1593097,90
250,12,2,9.070259168,223.7218896,31.05834031,0.92840114,0.930315912,0.269360117,6980.249282,127.1465654,90
250,12,3,12.96271595,213.8614378,37.62907041,0.877968395,0.918376376,0.382091845,6977.998369,140.0482225,90
250,12,4,16.57194041,204.866728,42.50455372,0.848733427,0.909257997,0.492491717,6974.893541,157.6010301,90
250,12,5,20.2219261,197.1440245,46.92643346,0.82185068,0.900905473,0.596115693,6973.185071,167.2717161,90
250,12,6,23.29247193,190.4018269,50.83563598,0.795876605,0.890698694,0.692730997,6968.908816,192.1509665,90
250,12,7,26.91573365,184.4322171,54.34174959,0.779664404,0.884723517,0.791723214,6969.111656,190.668734,90
250,12,8,29.6425227,179.3621887,57.64696751,0.759980275,0.875718859,0.881982442,6965.46542,210.9786728,90
250,12,9,33.27085609,175.0318015,60.69341729,0.745538652,0.870005286,0.973375264,6965.264527,211.561904,90
500,12,1,3.260304625,480.9532287,35.00056724,1.3159244,0.486288393,0.190896766,6999.998532,0.034216765,90
500,12,10,29.70501693,374.2965146,107.5057007,1.219949907,0.661621432,1.769740666,6998.860449,17.18780167,90
500,12,11,33.92968383,369.1496681,112.799999,1.210673903,0.66754452,1.931912703,6998.813573,17.08592014,90
500,12,12,34.94201582,366.1160068,117.1118311,1.19762931,0.688047816,2.084833102,6998.911356,16.36197231,90
500,12,2,6.447607659,462.9917997,45.80298008,1.319735318,0.483792294,0.382899207,6999.997051,0.076915562,90
500,12,3,9.584216197,447.2922618,57.29410199,1.297382351,0.544263955,0.564620799,6999.960689,0.858033412,90
500,12,4,12.54386206,432.7661506,65.73002248,1.28496193,0.573707241,0.745620576,6999.926145,1.33878806,90
500,12,5,15.65221086,419.8501056,73.94816623,1.271352686,0.596835442,0.922154482,6999.859449,2.390533549,90
500,12,6,18.4317202,407.9669524,81.5668963,1.260406984,0.614120165,1.097058239,6999.679209,5.482487902,90
500,12,7,21.5521187,397.876404,88.16862825,1.248339059,0.62726564,1.267646703,6999.676162,5.300676776,90
500,12,8,24.13183141,388.6161552,95.11594922,1.239524192,0.638861797,1.438509142,6999.384796,9.86985723,90
500,12,9,27.4448011,380.9375058,101.0888079,1.229642475,0.647498325,1.605421216,6999.355931,9.785615353,90
750,12,1,2.239015247,730.4698865,36.47969057,1.355588656,0.082111109,0.196650728,7000,0,90
750,12,10,21.85442635,611.916203,127.3475194,1.347125123,0.264518064,1.954229512,7000,0,90
750,12,11,25.13003078,605.5469068,134.6560938,1.34477129,0.290038132,2.145896374,7000,0,90
750,12,12,26.03975514,601.9190927,140.115349,1.343166513,0.305931082,2.338184266,7000,0,90
750,12,2,4.414930895,712.1147932,48.36288749,1.355472519,0.093342221,0.39326776,7000,0,90
750,12,3,6.673336238,695.0973266,62.56227584,1.354702662,0.112514226,0.589566599,7000,0,90
750,12,4,8.813152992,679.282793,72.99283007,1.354215068,0.126984084,0.785805863,7000,0,90
750,12,5,11.11014796,664.8296084,83.56723639,1.353299539,0.151452599,0.981593266,7000,0,90
750,12,6,13.18393544,651.4107042,93.28389765,1.35245495,0.173530947,1.177176789,7000,0,90
750,12,7,15.55181365,639.6753667,102.2825118,1.350755496,0.206328047,1.371647181,7000,0,90
750,12,8,17.51997234,628.9768042,111.0353691,1.350105109,0.219884863,1.566841982,7000,0,90
750,12,9,20.06897402,619.8195037,119.1748224,1.34821154,0.247624711,1.760224987,7000,0,90
1000,24,1,3.390536534,961.4359601,62.91407192,1.355423891,0.101354836,0.196626826,7000,0,90
1000,24,10,31.36195135,738.5421862,217.2537463,1.286613142,0.460006336,1.866446799,6997.690423,44.98719716,90
1000,24,11,35.83267852,728.0984598,228.421566,1.275567688,0.474921533,2.035465878,6997.732433,43.26490658,90
1000,24,12,36.9471602,722.0631097,237.2492647,1.264706284,0.494855547,2.2016007,6997.921397,41.4277352,90
1000,24,2,6.614877497,925.1916955,81.25371539,1.355195843,0.113268207,0.393187487,7000,0,90
1000,24,3,9.999601455,891.9321433,107.8931815,1.347990337,0.225521647,0.586645395,7000,0,90
1000,24,4,13.10650164,861.1560236,126.0858399,1.343875299,0.269812882,0.77980604,7000,0,90
1000,24,5,16.47698368,833.7478631,144.8464665,1.334209687,0.32527325,0.96774676,7000,0,90
1000,24,6,19.38344688,808.6744085,161.3187898,1.326437176,0.362434443,1.154530918,6999.904089,2.363714973,90
1000,24,7,22.75608067,787.3857662,176.1368732,1.314333656,0.396282278,1.334662017,6999.917791,2.188632175,90
1000,24,8,25.44167779,768.0436589,190.9709913,1.306802308,0.419882923,1.516587638,6999.065648,22.09045756,90
1000,24,9,29.01083474,752.0357031,204.0101406,1.295670946,0.441273734,1.691627988,6999.162602,20.83085856,90
250,24,1,5.769208123,233.339577,26.78784576,0.576651164,0.753809432,0.083652862,6930.269449,386.193587,90
250,24,10,40.30906596,161.6426595,67.31817549,0.411970421,0.597347316,0.597631758,6883.490979,478.0344216,90
250,24,11,44.98671686,158.8434666,69.84991626,0.40249108,0.590602385,0.642268433,6865.472412,490.6576499,90
250,24,12,46.08166354,157.3145429,71.5846777,0.391548998,0.579004967,0.681608495,6858.384421,477.6988637,90
250,24,2,11.19595016,217.8425681,34.11908467,0.573360483,0.729925555,0.166350988,6926.796012,400.9819602,90
250,24,3,15.63669192,206.8923016,41.04529983,0.527991376,0.696450477,0.229781847,6923.440161,411.3850917,90
250,24,4,19.62523281,196.9333412,46.0188781,0.502896124,0.67389829,0.291813858,6919.833919,423.9313704,90
250,24,5,23.72501598,188.5574673,50.60678443,0.481075387,0.657341314,0.348940014,6917.476136,430.7200495,90
250,24,6,27.01720777,181.3527117,54.51724954,0.461697769,0.639181568,0.401861738,6912.793095,445.2305779,90
250,24,7,31.0588882,174.9658447,58.16328311,0.448852671,0.630611862,0.455794926,6908.837563,447.1510178,90
250,24,8,33.93031702,169.6769157,61.44977026,0.434655316,0.616548861,0.504431983,6904.321503,459.6666493,90
250,24,9,37.92979066,165.1670337,64.55164809,0.423923251,0.609183739,0.553474196,6892.444364,466.1369801,90
500,24,1,5.436337501,468.7099379,50.70028094,1.086580619,0.820962469,0.157626628,6972.064248,198.7325431,90
500,24,10,39.03592318,329.597546,131.7960443,0.798130672,0.801463322,1.157821561,6952.56762,301.0989875,90
500,24,11,43.6512786,324.0743392,136.9193326,0.78041035,0.797492738,1.245326809,6951.888621,304.1047008,90
500,24,12,44.71691516,321.03788,140.4742332,0.760248943,0.789208154,1.323441359,6955.887087,291.460491,90
500,24,2,10.60788707,439.2961252,64.77855782,1.086629571,0.827776425,0.315267459,6968.511652,220.100209,90
500,24,3,14.90834612,418.095181,78.68417567,1.006659571,0.831331397,0.438098245,6966.433671,230.8240321,90
500,24,4,18.79947059,398.7002663,88.69119956,0.963615426,0.828767262,0.559153911,6963.526086,246.9482113,90
500,24,5,22.78266093,382.4153815,97.93357307,0.923877417,0.826005823,0.670119087,6962.220238,253.2646638,90
500,24,6,26.01146848,368.2883813,105.8803693,0.889194907,0.820444257,0.773955247,6958.939575,270.287002,90
500,24,7,29.94706547,355.836013,113.2096314,0.8655302,0.817325627,0.878917067,6958.637917,271.6821072,90
500,24,8,32.77382887,345.4173257,119.9008354,0.83989096,0.811387361,0.974721456,6955.774382,285.9234838,90
500,24,9,36.68709565,336.5730264,126.1505358,0.819961117,0.807845104,1.070541234,6955.223928,288.4511297,90
750,24,1,4.424001463,712.0977274,61.4650841,1.326458732,0.400465716,0.192424947,6999.924382,1.048032515,90
750,24,10,36.45342179,517.9409775,185.3069688,1.118666867,0.676640167,1.622812735,6980.968672,167.0039786,90
750,24,11,41.14639838,509.6007207,193.8068047,1.100284254,0.69161198,1.75576026,6979.95197,171.9693835,90
750,24,12,42.2222494,505.0165872,199.7152611,1.077334711,0.704194685,1.875424264,6981.622639,164.7413597,90
750,24,2,8.618926328,676.5958041,78.69289731,1.32428192,0.418395998,0.384218328,6999.454043,7.176093401,90
750,24,3,12.63233053,647.2256028,99.45796539,1.277989499,0.49140266,0.55618103,6997.544835,33.51826111,90
750,24,4,16.29934394,620.1524207,113.9666133,1.253355983,0.523509384,0.727280698,6995.079373,59.52543153,90
750,24,5,20.17933129,596.6335808,128.85383,1.226196762,0.554738765,0.889401385,6993.07205,76.10148511,90
750,24,6,23.43629345,575.4396995,142.2682314,1.202346729,0.593141013,1.046522593,6989.039551,113.3995504,90
750,24,7,27.27857005,557.4253571,153.961213,1.181897445,0.606567351,1.200177459,6988.2434,116.3990161,90
750,24,8,30.13758154,541.7188516,165.4238511,1.159430328,0.638089257,1.345557543,6984.8811,142.2211921,90
750,24,9,34.06958316,528.4986359,175.7549947,1.141124989,0.655106219,1.489852786,6983.833356,147.2778432,90
1000,2,1,0.276982385,996.9228649,5.895788723,1.357090953,0.000663991,0.196868661,7000,0,90
1000,2,10,2.753527526,978.4175473,19.73664053,1.357085015,0.000818778,1.968677995,7000,0,90
1000,2,11,3.098983918,977.4534691,20.8908795,1.357084048,0.000809851,2.165544252,7000,0,90
1000,2,12,3.249028422,976.8200715,21.94092592,1.357082995,0.000826348,2.362410078,7000,0,90
1000,2,2,0.553657545,994.0169557,7.882173601,1.35709303,0.000758581,0.393737924,7000,0,90
1000,2,3,0.830900166,991.3366529,9.706978742,1.357092182,0.000727323,0.590606517,7000,0,90
1000,2,4,1.107090611,988.8441177,11.40265455,1.357091096,0.000778436,0.787474727,7000,0,90
1000,2,5,1.385221906,986.5929741,12.8157903,1.357090261,0.000757481,0.984342802,7000,0,90
1000,2,6,1.659759583,984.4958154,14.36991221,1.35708901,0.000790423,1.181210274,7000,0,90
1000,2,7,1.940891495,982.6853973,15.72026271,1.357088021,0.000779244,1.378077649,7000,0,90
1000,2,8,2.209891233,981.0265274,17.14809456,1.357086996,0.000807305,1.574944695,7000,0,90
1000,2,9,2.501674081,979.6433597,18.39173253,1.357086045,0.000796692,1.771811541,7000,0,90
250,2,1,1.105546208,246.9270378,5.908915792,1.354171697,0.020043596,0.196445174,7000,0,90
250,2,10,10.98871862,228.5306567,19.2059875,1.35395781,0.044070706,1.964141463,7000,0,90
250,2,11,12.36689409,227.5695995,20.38050529,1.353923246,0.043085101,2.160500454,7000,0,90
250,2,12,12.96562972,226.9518978,21.34790781,1.353884202,0.045229738,2.356841618,7000,0,90
250,2,2,2.209951911,244.0347154,7.739319441,1.354226313,0.035756047,0.392906194,7000,0,90
250,2,3,3.316547779,241.3615964,9.566425323,1.354212501,0.032287848,0.58935328,7000,0,90
250,2,4,4.418819908,238.8857193,11.12946992,1.35416683,0.038906916,0.785777873,7000,0,90
250,2,5,5.528871501,236.6411725,12.55456595,1.354147587,0.036646205,0.982208383,7000,0,90
250,2,6,6.624413105,234.5608347,14.00631907,1.354099429,0.040629053,1.178608143,7000,0,90
250,2,7,7.746270768,232.7567352,15.36964434,1.354065608,0.039355301,1.375008489,7000,0,90
250,2,8,8.8196389,231.117011,16.69005133,1.354027963,0.042697858,1.571394585,7000,0,90
250,2,9,9.983888484,229.7377103,17.95598221,1.353996243,0.041398007,1.767777495,7000,0,90
500,2,1,0.553650273,496.9242948,5.895526304,1.356320521,0.003144858,0.196756897,7000,0,90
500,2,10,5.503812104,478.4394323,19.63254942,1.356286351,0.007963917,1.9675194,7000,0,90
500,2,11,6.194290743,477.4758938,20.79118174,1.356282117,0.007672012,2.164264583,7000,0,90
500,2,12,6.494202442,476.8454571,21.82092885,1.356275982,0.008366923,2.36100523,7000,0,90
500,2,2,1.106690358,494.0210304,7.85556617,1.356327381,0.005603049,0.393515784,7000,0,90
500,2,3,1.660860568,491.3422845,9.682279781,1.356324764,0.004928784,0.590272537,7000,0,90
500,2,4,2.212919027,488.8528307,11.35284019,1.356317499,0.00637048,0.787025834,7000,0,90
500,2,5,2.768859975,486.6030227,12.76924881,1.356314498,0.005880664,0.983780116,7000,0,90
500,2,6,3.317606574,484.5088785,14.30357635,1.356307118,0.006755525,1.180529715,7000,0,90
500,2,7,3.879536826,482.6995738,15.65754253,1.356302927,0.006396157,1.377280412,7000,0,90
500,2,8,4.417207874,481.0442261,17.06117084,1.356296572,0.00746547,1.574027382,7000,0,90
500,2,9,5.000420308,479.6618421,18.30927739,1.356292523,0.007136584,1.770775518,7000,0,90
750,2,1,0.369243924,746.9233399,5.895443168,1.356848716,0.001244776,0.19683352,7000,0,90
750,2,10,3.670699826,728.4224771,19.72172573,1.356837233,0.001735428,1.968318546,7000,0,90
750,2,11,4.131219596,727.4585668,20.87632069,1.356835429,0.00170532,2.165147522,7000,0,90
750,2,12,4.331243916,726.8255409,21.92411387,1.356833383,0.001766906,2.361975552,7000,0,90
750,2,2,0.738079188,744.0180676,7.87796547,1.35685244,0.00152921,0.393668121,7000,0,90
750,2,3,1.107669957,741.3382474,9.702682236,1.356850957,0.001439967,0.590501536,7000,0,90
750,2,4,1.475857261,738.846355,11.39505214,1.356848791,0.001595752,0.787334125,7000,0,90
750,2,5,1.846631846,736.5956222,12.80835316,1.35684729,0.001534525,0.984166568,7000,0,90
750,2,6,2.212614649,734.4990545,14.35989028,1.356844852,0.001633373,1.18099776,7000,0,90
750,2,7,2.587388069,732.6889741,15.71046038,1.356843019,0.001595806,1.377828857,7000,0,90
750,2,8,2.945987623,731.0306927,17.13538572,1.356841009,0.00169333,1.574659218,7000,0,90
750,2,9,3.334958574,729.6477693,18.37938613,1.356839245,0.001658319,1.771489318,7000,0,90
1000,6,1,0.833645113,990.4478965,18.33793846,1.356983309,0.002493912,0.196853045,7000,0,90
1000,6,10,8.250874565,932.6447113,64.40654437,1.356904346,0.02077063,1.968415904,7000,0,90
1000,6,11,9.423589584,929.520638,68.25377063,1.356901073,0.019860029,2.165252272,7000,0,90
1000,6,12,9.81190901,927.7183689,71.22585145,1.356892264,0.02176661,2.362078053,7000,0,90
1000,6,2,1.65947251,981.4483192,25.15453317,1.356968639,0.013123068,0.393701835,7000,0,90
1000,6,3,2.497178089,973.1366343,31.81871583,1.356962335,0.010955797,0.590550008,7000,0,90
1000,6,4,3.316759444,965.4064054,37.24887192,1.356946109,0.016351658,0.787390596,7000,0,90
1000,6,5,4.163922995,958.3756541,42.25023541,1.356943074,0.01475049,0.984236043,7000,0,90
1000,6,6,4.969164889,951.8273741,47.22076353,1.356930387,0.017914464,1.181072209,7000,0,90
1000,6,7,5.838399084,946.1364171,51.65890476,1.356927126,0.016666332,1.377914266,7000,0,90
1000,6,8,6.61218235,940.9364687,56.0943951,1.356916757,0.019565026,1.574747127,7000,0,90
1000,6,9,7.538740405,936.506059,60.23105149,1.356913733,0.018509618,1.77158657,7000,0,90
250,6,1,3.014802633,241.2886856,16.27386084,1.22676277,0.687665958,0.177962386,7000,0,90
250,6,10,29.15164724,190.422695,49.74907652,1.19799846,0.738763416,1.737896432,6999.863183,2.952879043,90
250,6,11,33.09918482,187.9291072,52.30581073,1.191347764,0.742018227,1.901073339,6999.874856,2.816321055,90
250,6,12,34.25153595,186.4444118,54.36754638,1.180127245,0.760432444,2.054365509,6999.840064,3.523205772,90
250,6,2,6.132444138,232.8114753,21.53621556,1.253742014,0.673634908,0.36375235,6999.995325,0.154143563,90
250,6,3,9.166833648,225.3194377,26.51023559,1.245381002,0.690043418,0.541989812,6999.996883,0.125876988,90
250,6,4,12.11752854,218.4151145,30.3832147,1.239419347,0.699757067,0.719193733,6999.967593,1.055194328,90
250,6,5,15.12553245,212.2249743,34.05877268,1.23235156,0.707949473,0.893865665,6999.974074,0.943883517,90
250,6,6,17.95039099,206.5469218,37.59230939,1.225407437,0.715585976,1.066594633,6999.949983,1.473294474,90
250,6,7,20.96202533,201.6999244,40.66432116,1.218069242,0.720841565,1.236908713,6999.957128,1.364117924,90
250,6,8,23.62187698,197.2817548,43.90938361,1.21178305,0.726773211,1.406314623,6999.918356,2.090627917,90
250,6,9,26.78098425,193.6050638,46.75066423,1.205249457,0.730666277,1.573573691,6999.927427,1.971229906,90
500,6,1,1.665373428,490.4512999,18.38618824,1.355423873,0.024840232,0.196626823,7000,0,90
500,6,10,16.46850076,432.9446212,62.64540645,1.35418588,0.092781529,1.964472317,7000,0,90
500,6,11,18.80196575,429.8170038,66.53085691,1.35380369,0.108501763,2.160309674,7000,0,90
500,6,12,19.57572493,428.0340534,69.37720611,1.35368731,0.1110185,2.356498869,7000,0,90
500,6,2,3.315037379,481.4936694,24.59839959,1.355371123,0.053865199,0.393238342,7000,0,90
500,6,3,4.987877935,473.2129665,31.06632989,1.355203535,0.057303464,0.589784578,7000,0,90
500,6,4,6.624376972,465.5255043,36.16940918,1.355075613,0.065272565,0.786305209,7000,0,90
500,6,5,8.31567012,458.524456,41.06589937,1.354961167,0.066712911,0.9827985,7000,0,90
500,6,6,9.92296317,452.018309,45.81432832,1.354829677,0.072073665,1.179243751,7000,0,90
500,6,7,11.65676586,446.3446177,50.25158667,1.354607576,0.078507346,1.37555884,7000,0,90
500,6,8,13.2011748,441.188035,54.4815739,1.354538933,0.080969736,1.571987583,7000,0,90
500,6,9,15.04773413,436.7670109,58.63948948,1.354270035,0.09071128,1.768134958,7000,0,90
750,6,1,1.111227883,740.4494371,18.34129953,1.35661849,0.005541637,0.196800122,7000,0,90
750,6,10,10.99725372,682.7724524,63.54663359,1.35642229,0.039965823,1.967716602,7000,0,90
750,6,11,12.56019844,679.6571333,67.38656777,1.356410636,0.038876747,2.164469665,7000,0,90
750,6,12,13.07768534,677.8725336,70.26235392,1.356392519,0.041090358,2.361208097,7000,0,90
750,6,2,2.211991675,731.466345,24.87421925,1.356577313,0.031352772,0.393588298,7000,0,90
750,6,3,3.328576038,723.1635641,31.495085,1.356557081,0.027868116,0.590373642,7000,0,90
750,6,4,4.420963528,715.4513561,36.75005994,1.356522118,0.035241614,0.787144568,7000,0,90
750,6,5,5.55012962,708.4301981,41.72548873,1.356511235,0.032970525,0.983922816,7000,0,90
750,6,6,6.623372927,701.9002865,46.57189769,1.356484016,0.037202368,1.180683688,7000,0,90
750,6,7,7.78192292,696.2174052,51.00836694,1.356472697,0.035342317,1.377452808,7000,0,90
750,6,8,8.813222243,691.0366611,55.33281028,1.356452145,0.038721934,1.574207929,7000,0,90
750,6,9,10.04814746,686.6146817,59.46652025,1.356441336,0.037310965,1.770969808,7000,0,90
1000,12,1,1.780795604,973.3140112,53.27912921,1.532580665,0.149522802,0.195352949,7000,0,80
1000,12,10,16.36157677,807.5373548,182.1773942,1.526269743,0.34350805,1.945485165,6999.478455,11.43029595,80
